Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
Sybridge,Printing services,Stratasys,,1,Minimum,MEX,Polymer,,United States,2025
Sybridge,Printing services,Formlabs,Form 3B,1,Minimum,VPP,Polymer,,United States,2025
Sybridge,Printing services,Formlabs,Form 3L,1,Minimum,VPP,Polymer,,United States,2025
Sybridge,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Sybridge,Printing services,Carbon,,1,Minimum,VPP,Polymer,,United States,2025
Sybridge,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Sybridge,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Sybridge,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Sybridge,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Tangible Creative,Printing services,,,50,Minimum,MEX,Polymer,,United States,2025
Tangible Creative,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Tangible Creative,Printing services,,,1,Minimum,PBF-LB,Polymer,,Canada,2025
Tangible Creative,Printing services,,,1,Minimum,MJT,Polymer,,Canada,2025
Tangible solutions,Printing services,Colibrium Additive,M2,3,Actual,PBF-LB,Metal,,United States,2025
Tangible solutions,Printing services,Colibrium Additive,Mlab,7,Actual,PBF-LB,Metal,,United States,2025
Tempus 3D,Printing services,HP,MJF 5200,1,Minimum,PBF-IR,Polymer,,United States,2025
Tempus 3D,Printing services,HP,,1,Minimum,PBF-LB,Metal,,United States,2025
The 3D Printing Store,Printing services,Formlabs,,4,,VPP,Polymer,,United States,2022
The 3D Printing Store,Printing services,Formlabs,,1,,VPP,Polymer,,United States,2021
The 3D Printing Store,Printing services,Inramsys,,4,,MEX,,,United States,2022
The 3D Printing Store,Printing services,Markforged,,6,,MEX,,,United States,2022
The 3D Printing Store,Printing services,Markforged,,4,,MEX,,,United States,2021
The 3D Printing Store,Printing services,Modix,,1,,,,,United States,2022
The 3D Printing Store,Printing services,Photocentric,,1,,,,,United States,2022
The 3D Printing Store,Printing services,Photocentric,,1,,,,,United States,2021
The 3D Printing Store,Printing services,Formlabs,Fuse 1,1,Minimum,PBF-LB,Polymer,,United States,2025
The 3D Printing Store,Printing services,Formlabs,,4,Minimum,VPP,Polymer,,United States,2025
The 3D Printing Store,Printing services,Inramsys,,4,Minimum,MEX,,,United States,2025
The 3D Printing Store,Printing services,Markforged,,6,Minimum,MEX,,,United States,2025
The 3D Printing Store,Printing services,Modix,,1,Minimum,,,,United States,2025
The 3D Printing Store,Printing services,Photocentric,,1,Minimum,,,,United States,2025
The 3D Printing Store,Printing services,3ntr,,1,Minimum,MEX,Polymer,,United States,2025
The Lubrizol Corporation,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
The Lubrizol Corporation,Printing services,,,2,Minimum,VPP,Polymer,,United States,2025
The Lubrizol Corporation,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
The Technology House,Printing services,3D Systems,,5,Actual,VPP,Polymer,,United States,2023
The Technology House,Printing services,Carbon,,6,Actual,VPP,Polymer,,United States,2023
The Technology House,Printing services,HP,,4,Actual,BJT,Polymer,,United States,2023
The Technology House,Printing services,NanoDimension,,1,Actual,VPP,Polymer,,United States,2023
The Technology House,Printing services,Stratasys,,1,Actual,MEX,Polymer,,United States,2023
The Technology House,Printing services,3D Systems,,5,Actual,VPP,Polymer,,United States,2022
The Technology House,Printing services,Carbon,,6,Actual,VPP,,,United States,2022
The Technology House,Printing services,HP ,MJF,3,Actual,BJT,Polymer,,United States,2022
The Technology House,Printing services,Stratasys,,1,Actual,MEX,,,United States,2022
Thingergy,Printing services,3DP,Platform,1,Minimum,MEX,Polymer,,United States,2025
Thingergy,Printing services,3DP,Workbench,1,Minimum,MEX,Polymer,,United States,2025
Thingergy,Printing services,Raise 3D,N2Plus,1,Minimum,MEX,Polymer,,United States,2025
Thingergy,Printing services,Lulzbot,TAZ6,1,Minimum,MEX,Polymer,,United States,2025
Thingergy,Printing services,Ultimaker,3 Extended,1,Minimum,MEX,Polymer,,United States,2025
Thingergy,Printing services,Formlabs,Form 2,1,Minimum,VPP,Polymer,,United States,2025
Thingergy,Printing services,Peopoly,Moai,1,Minimum,VPP,Polymer,,United States,2025
Thingergy,Printing services,Flashforge,Creator Pro,1,Minimum,MEX,Polymer,,United States,2025
Tooling & Equipment International – TEI (part of General Motors),Printing services,Voxeljet,VX4000,3,Actual,BJT,Sand,,United States,2025
TriMech,Printing services,Stratasys,F770,1,Minimum,MEX,Polymer,,United States,2025
TriMech,Printing services,HP,,2,Actual,PBF-IR,Polymer,,United States,2025
TriMech,Printing services,Stratasys,Origin,4,Actual,VPP,Polymer,,United States,2025
TriMech,Printing services,Stratasys,Fortius 450mc,3,Actual,MEX,Polymer,,United States,2025
TriMech,Printing services,Stratasys,J55,1,Actual,MJT,Polymer,,United States,2025
TriMech,Printing services,Stratasys,Objet500 Connex 3,1,Actual,MJT,Polymer,,United States,2025
TriMech,Printing services,Xact Metal,,1,Minimum,PBF-LB,Metal,,Canada,2025
TriMech,Printing services,Uniontech,RS Pro800,3,Actual,VPP,Polymer,,Canada,2025
TriMech,Printing services,Desktop Metal,,1,Minimum,,Metal,,Canada,2025
TriTech Titanium Parts,Printing services,Desktop Metal,P-1,1,Minimum,BJT,Metal,,Canada,2025
Troadey Inc.,Printing services,3D Systems,,1,Minimum,VPP,Polymer,,Canada,2025
Troadey Inc.,Printing services,3D Systems,,1,Minimum,PBF-LB,Metal,,United States,2025
Troadey Inc.,Printing services,3D Systems,,1,Minimum,VPP,Wax,,United States,2025
Troadey Inc.,Printing services,3D Systems,,1,Minimum,MJT,Polymer,,United States,2025
Troadey Inc.,Printing services,3D Systems,,1,Minimum,PBF-LB,Polymer,,United States,2025
Tronix3D (Agile Additive),Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Tronix3D (Agile Additive),Printing services,Modix,Big 60,1,Actual,MEX,Polymer,,United States,2025
Tronix3D (Agile Additive),Printing services,Bambu Lab,X1 Carbon,5,Actual,MEX,Polymer,,United States,2025
Tronix3D (Agile Additive),Printing services,Roboze,ARGO 500,1,Actual,MEX,Polymer,,United States,2025
Tronix3D (Agile Additive),Printing services,Nexa3D,,1,Minimum,VPP,Polymer,,Canada,2025
Ultimate 3D,Printing services,3D Systems,,1,Minimum,PBF-LB,Polymer,,United States,2025
Ultimate 3D,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Ultimate 3D,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Upsurge,Printing services,HP,MJF 5200,1,Minimum,PBF-IR,Polymer,,United States,2025
UPTIVE,Printing services,Stratasys,Fortus,1,Minimum,MEX,Polymer,,United States,2025
UPTIVE,Printing services,Markforged,,1,Minimum,MEX,Polymer,,United States,2025
UPTIVE,Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
UPTIVE,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
UPTIVE,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
UPTIVE,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
UPTIVE,Printing services,,Polyjet,1,Minimum,MJT,Polymer,,United States,2025
Valiant Products,Printing services,Nikon SLM,NXG XII 600E,1,Actual,PBF-LB,Metal,,United States,2025
Valiant Products,Printing services,Nikon SLM,NXG XII 600,1,Actual,PBF-LB,Metal,,United States,2025
Valiant Products,Printing services,Velo3D,XC,1,Actual,PBF-LB,Metal,,United States,2025
Valiant Products,Printing services,Stratasys,F900,1,Actual,MEX,Polymer,,United States,2025
Valiant Products,Printing services,BigRep,ONE,1,Actual,MEX,Polymer,,United States,2025
Vismed 3d,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Voodoo Manufacturing,Printing services,,,210,Actual,MEX,Polymer,,United States,2025
Voxel Magic,Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
Voxel Magic,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Voxel Magic,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Voxel Magic,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Wall Colmonoy,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
WhiteClouds,Printing services,Creality,,75,Actual,MEX,Polymer,,United States,2025
WhiteClouds,Printing services,3D Systems,ColorJet,25,Actual,MJT,Polymer,,United States,2025
WhiteClouds,Printing services,Stratasys,,40,Actual,MEX,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,,,1,Minimum,MJT,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Xcentric Mold & Engineering (Quickparts),Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Xometry,Printing services,Stratasys,Fortus 450mc,1,Minimum,MEX,Polymer,,United States,2025
Xometry,Printing services,Stratasys,Fortus 900,1,Minimum,MEX,Polymer,,United States,2025
Xometry,Printing services,Nexa3D,NXE,1,Minimum,VPP,Polymer,,United States,2025
Xometry,Printing services,Nexa3D,XiP,1,Minimum,VPP,Polymer,,United States,2025
Xometry,Printing services,Carbon,DLS,1,Minimum,VPP,Polymer,,United States,2025
Zager 3D Printing,Printing services,Raise3D,E2,1,Minimum,MEX,Polymer,,United States,2025
Zeda Technologies,Printing services,,,10,Minimum,PBF-EB,Metal,,United States,2025
Zeda Technologies,Printing services,,,2,Minimum,BJT,Metal,,Italy,2025
Zeda Technologies,Printing services,Addup,,4,Actual,PBF-LB,Metal,,United Kingdom,2025
Zip Bit,Printing services,,,1,Minimum,MEX,Polymer,,India,2025
Zip Bit,Printing services,,,1,Minimum,VPP,Polymer,,France,2025
Smart Lab Industrie (Smart Lab 3D),Printing services,"Makerbot, Formlabs, Layerloop",,30,Minimum,"MEX, VPP",Polymer,,France,2025
Claro Precision Engineering,Printing services,Markforged,Mark Two,1,Minimum,MEX,Polymer,,Australia,2025
Imaginarium India Pvt Ltd,Printing services,"Colibrium Additive, HP, Formlabs, Ultimaker",,50,Minimum,"VPP, PBF-LB, PBF-IR, MJT, PBF-LB",Polymer and metal,,Australia,2025
Sparticus3D,Printing services,EOS,M280,2,Actual,PBF-LB,Metal,,New Zealand,2025
Sparticus3D,Printing services,EOS,M290,1,Actual,PBF-LB,Metal,,Australia,2025
ArpTech,Printing services,,,1,Minimum,"VPP, PBF-LB, FDM",Polymer,,Australia,2025
ArpTech,Printing services,,,1,Minimum,PBF-LB,Metal,,Australia,2025
Foundry Lab,Printing services,,,1,Minimum,BJT,Ceramic,,Australia,2025
Infinity 3D Printing,Printing services,,,1,Minimum,"MEX,VPP",Polymer,,Australia,2025
Infinity 3D Printing,Printing services,HP,,1,Minimum,MJT,Polymer,,Australia,2025
Australian Additive Engineering,Printing services,Colibrium Additive,,1,Minimum,PBF-LB,Metal,,New Zealand,2025
Australian Additive Engineering,Printing services,EOS,,1,Minimum,PBF-LB,Polymer,,Argentina,2025
Fabwork,Printing services,Modix,,5,Minimum,MEX,Polymer,,Argentina,2025
Fabwork,Printing services,,,12,Minimum,MEX,Polymer,,Argentina,2025
Zenith Tecnica,Printing services,Colibrium Additive,Arcam Q10+,2,Minimum,PBF-EB,Metal,,Argentina,2025
CHE3D,Printing services,Prusa,MK3S,80,Minimum,FDM,Polymer,,Argentina,2025
CHE3D,Printing services,,,1,Minimum,VPP,Polymer,,Argentina,2025
CHE3D,Printing services,Meltio,,1,Minimum,wDED-LB,Metal,,Brazil,2025
Protolab,Printing services,EOS,M280,1,Minimum,PBF-LB,Metal,,Brazil,2025
Trideo,Printing services,Trideo,,36,Actual,MEX,Polymer,,Brazil,2021
Trideo,Printing services,Trideo,,41,Actual,MEX,Polymer,,Brazil,2022
OALOO Impressão 3D,Printing services,,,1,Minimum,VPP,Polymer,,Brazil,2025
OALOO Impressão 3D,Printing services,,,1,Minimum,MEX,Polymer,,Israel,2025
Omnitek,Printing services,Omnitek,OmniSint-160,6,Actual,PBF-LB,Metal,,Israel,2025
PrintUP3D,Printing services,,,1,Minimum,MEX,Polymer,,Chile,2025
PrintUP3D,Printing services,,,1,Minimum,VPP,Polymer,,Chile,2025
Kanfit,Printing services,EOS,M290,1,Minimum,PBF-LB,Metal,,Chile,2025
Kanfit,Printing services,Nikon SLM,SLM 280,1,Minimum,PBF-LB,Metal,,Chile,2025
3D Works,Printing services,,,1,Minimum,MEX,Polymer,,Colombia,2025
Fabricame3D,Printing services,,,1,Minimum,MEX,Polymer,,Colombia,2025
Fabricame3D,Printing services,,,1,Minimum,VPP,Polymer,,Colombia,2025
Plastigen,Printing services,Roboze,ARGO 500,1,Minimum,MEX,Polymer,,Ecuador,2025
i3D Fabrica Digital,Printing services,Stratasys,,3,Minimum,MEX,Polymer,,Ecuador,2025
i3D Fabrica Digital,Printing services,Photocentric,LC Magna,1,Minimum,VPP,Polymer,,Germany,2025
Fused Form,Printing services,Fused Form,,1,Minimum,MEX,Polymer,,Germany,2025
Protindec,Printing services,,,1,Minimum,MEX,Polymer,,Poland,2025
Protindec,Printing services,,,1,Minimum,MEX,Polymer,,Poland,2025
3Dator GmbH,Printing services,,,1,Minimum,MEX,polymer,,Poland,2025
3Dator GmbH,Printing services,,,1,Minimum,VPP,polymer,,Poland,2025
3DGence,Printing services,,,1,Minimum,MEX,polymer,,Poland,2025
3DGence,Printing services,,,1,Minimum,VPP,polymer,,United States,2025
3DGence,Printing services,,,1,Minimum,PBF-LB,polymer,,China,2025
3DGence,Printing services,,,1,Minimum,PBF-LB,metal,,China,2025
3DGence,Printing services,,,1,Minimum,MJT,Polymer,,China,2025
ADDere,Printing services,,,1,Minimum,PBF-LB,metal,,China,2025
3ERP,Printing services,,,1,Minimum,MEX,polymer,,China,2025
3ERP,Printing services,,,1,Minimum,VPP,polymer,,China,2025
3ERP,Printing services,,,1,Minimum,PBF-LB,polymer,,China,2025
3ERP,Printing services,,,1,Minimum,PBF-LB,metal,,China,2025
3Q MACHINING,Printing services,EOS,M290,1,Minimum,PBF-LB,metal,,China,2025
3Q MACHINING,Printing services,EOS,P760,1,Minimum,PBF-LB,polymer,,China,2025
3Q MACHINING,Printing services,Formlabs,Form 1,1,Minimum,VPP,polymer,,China,2025
3Q MACHINING,Printing services,Stratasys,Objet J750,1,Minimum,MJT,polymer,,China,2025
ACE 3D print Co.,Printing services,,,80,Minimum,VPP,Polymer,,China,2025
ACE 3D print Co.,Printing services,HP,,13,Actual,MJT,Polymer,,Singapore,2025
ACE 3D print Co.,Printing services,Farsoon,401,4,Actual,PBF-LB,Polymer,,China,2025
ACE 3D print Co.,Printing services,Farsoon,271M,5,Actual,PBF-LB,Metal,,China,2025
AKMEDICAL,Printing services,Colibrium Additive,Arcam Q10+,8,Minimum,PBF-EB,Metal,,China,2025
Anisoprint 3D Printing Technology Limited Company,Printing services,Anisoprint,PROM IS 500,8,Minimum,MEX,Polymer,,China,2025
APT Mold Manufacturing Co.,Printing services,Uniontech,Lite600HD,42,Minimum,VPP,Polymer,,China,2025
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Printing services,3DPTEK,,1,Minimum,BJT,sand/ceramic,,China,2025
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Printing services,3DPTEK,,1,Minimum,BJT,metal,,China,2025
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Printing services,3DPTEK,,1,Minimum,BJT,Polymer,,China,2025
Beijing Longyuan Automated Fabrication System Co. Ltd. – AFS,Printing services,3DPTEK,,1,Minimum,PBF-LB,Polymer,,China,2025
Breuck T3D,Printing services,,,1,Minimum,,ceramic,,China,2025
China BE-CU Prototype,Printing services,Rayshape,P200,1,Minimum,VPP,Polymer,,China,2025
China BE-CU Prototype,Printing services,3D Systems,Projet MJP 5500X,1,Minimum,MJT,polymer,,China,2025
China BE-CU Prototype,Printing services,TPM3D,ELITE P5000,1,Minimum,PBF-LB,Polymer,,China,2025
China BE-CU Prototype,Printing services,TPM3D,P480DL,1,Minimum,PBF-LB,Polymer,,China,2025
China BE-CU Prototype,Printing services,,ASM-1500H,1,Minimum,VPP,Polymer,,China,2025
China BE-CU Prototype,Printing services,,ASM-1200,1,Minimum,PBF-LB,Polymer,,China,2025
China BE-CU Prototype,Printing services,EOS,M400-4,1,Minimum,PBF-EB,Metal,,China,2025
China BE-CU Prototype,Printing services,"Shanghai Digital Manufacturing Co., Ltd.",DQ1200,1,Minimum,MEX,Polymer,,China,2025
China BE-CU Prototype,Printing services,Stratasys,F900,3,Minimum,MEX,Polymer,,China,2025
China BE-CU Prototype,Printing services,EOS,M280,1,Minimum,PBF-LB,Metal,,China,2025
China BE-CU Prototype,Printing services,OMG,SLA660,4,Minimum,VPP,Polymer,,China,2025
China BE-CU Prototype,Printing services,Stratasys,Fortus,4,Minimum,MEX,Polymer,,China,2025
Cloud-Manu,Printing services,BLT,S600,1,Minimum,PBF-LB,Metal,,China,2025
Cloud-Manu,Printing services,LiM,X650,1,Minimum,PBF-LB,Metal,,China,2025
Cloud-Manu,Printing services,LIM,X400,1,Minimum,PBF-LB,Metal,,China,2025
Cloud-Manu,Printing services,LIM,X260,1,Minimum,PBF-LB,Metal,,Switzerland,2025
Cloud-Manu,Printing services,Trumpf,TruPrint3000,4,Minimum,PBF-LB,Metal,,Switzerland,2025
Cloud-Manu,Printing services,BLT,A300,1,Minimum,PBF-LB,Metal,,Switzerland,2025
Cloud-Manu,Printing services,,,11,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,Carbon,,2,Actual,VPP,Polymer,,Switzerland,2022
Oerlikon AM,Printing services,EOS,,4,Actual,PBF-LB,Polymer,,Switzerland,2022
Oerlikon AM,Printing services,Trumpf,,13,Actual,PBF-LB,Metal,,Switzerland,2023
Oerlikon AM,Printing services,Renishaw,,1,Actual,PBF-LB,Metal,,Switzerland,2023
Oerlikon AM,Printing services,EOS,,21,Actual,PBF-LB,Metal,,Switzerland,2022
Oerlikon AM,Printing services,EOS,,22,Actual,PBF-LB,Metal,,Switzerland,2023
Oerlikon AM,Printing services,Colibrium Additive,Concept Laser M2,6,Actual,PBF-LB,Metal,,Switzerland,2023
Oerlikon AM,Printing services,3D Systems,DMP Factory 500,3,Actual,PBF-LB,Metal,,Switzerland,2022
Oerlikon AM,Printing services,3D Systems,DMP Factory 500,4,Actual,PBF-LB,Metal,,Switzerland,2023
Oerlikon AM,Printing services,Trumpf,,8,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,Trumpf,TruPrint3000,2,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,Trumpf,TruPrint5000,2,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,Trumpf,TruPrint1000,1,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,EOS,,11,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,EOS,M290,6,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,EOS,M400,4,Minimum,PBF-LB,Metal,,Switzerland,2025
Oerlikon AM,Printing services,EOS,M400-4,1,Minimum,PBF-LB,Metal,,United States,2025
Oerlikon AM,Printing services,Renishaw,,1,Minimum,PBF-LB,Metal,,United States,2025
Oerlikon AM,Printing services,3D Systems,DMP Factory 500,4,Minimum,PBF-LB,Metal,,Russia,2025
Oerlikon AM,Printing services,Colibrium Additive,Concept Laser M2,6,Minimum,PBF-LB,Metal,,Russia,2025
Primary Weapons Systems (PWS),Printing services,Nikon SLM Solutions,SLM 500,1,Minimum,PBF-LB,Metal,,Russia,2025
Competition Distributing,Printing services,Farsoon,FS200M-2,1,Minimum,PBF-LB,Metal,,Russia,2025
